_respondentid.6,_startdate.6,_enddate.6,_optin.6,_incgen.primary.6,_incgen.primary.emp.6,_incgen.primary.indw.6,_incgen.primary.bus.6,_incgen.primary.rent.6,_incgen.primary.sell.6,_incgen.primary.other.6,_unempreason.6,_unempreason.other.6,_incgen.secondary.6,_incgen.secondary.indw.6,_incgen.secondary.bus.6,_incgen.secondary.rent.6,_incgen.secondary.sell.6,_incgen.secondary.other.6,_service.secondary.care.6,_service.secondary.clean.6,_service.secondary.deliver.6,_service.secondary.maint.6,_service.secondary.personal.6,_service.secondary.it.6,_service.secondary.drive.6,_service.secondary.prof.6,_service.secondary.create.6,_service.secondary.other.6,_emp.direct.6,_emp.service.clean.6,_emp.service.security.6,_emp.service.it.6,_emp.service.warehouse.6,_emp.service.other.6,_emp.hours.6,_emp.underwork.6,_emp.underwork.reason.6,_emp.underwork.other.6,_emp.paytype.6,_emp.annsalary.6,_emp.hourly.6,_emp.earnings.6,_satisfaction.emp.6,_indw.source.online.6,_indw.source.sm.6,_indw.source.class.6,_indw.source.agency.6,_indw.source.network.6,_indw.source.other.6,_indw.service.care.6,_indw.service.clean.6,_indw.service.deliver.6,_indw.service.maint.6,_indw.service.personal.6,_indw.service.it.6,_indw.service.drive.6,_indw.service.prof.6,_indw.service.create.6,_indw.service.other.6,_indw.month.6,_indw.howoften.6,_indw.numgig.6,_indw.hours.6,_indw.underwork.6,_indw.underwork.reason.6,_indw.underwork.other.6,_indw.hourly.6,_indw.busexpense.6,_indw.inc.total.6,_indw.earnings.6,_indw.reason.income.6,_indw.reason.extra.6,_indw.reason.maintskill.6,_indw.reason.newskill.6,_indw.reason.resume.6,_indw.reason.empwork.6,_indw.reason.network.6,_indw.reason.flex.6,_indw.reason.ownproj.6,_indw.reason.location.6,_indw.reason.boss.6,_indw.reason.hobby.6,_indw.reason.other.6,_indw.type.6,_indw.searchtime.6,_indw.concern.findwork.6,_indw.concern.getwork.6,_indw.concern.income.6,_indw.concern.fairpay.6,_indw.concern.latepay.6,_indw.concern.retire.6,_indw.concern.savemoney.6,_indw.concern.benefit.6,_indw.concern.taxrate.6,_indw.concern.debt.6,_indw.concern.taxlegal.6,_indw.concern.career.6,_indw.concern.discrimin.6,_indw.concern.other.6,_indw.benefit.life.6,_indw.benefit.paidsick.6,_indw.benefit.paidfam.6,_indw.benefit.retire.6,_indw.benefit.disability.6,_indw.benefit.unemployment.6,_indw.benefit.workercomp.6,_indw.benefit.health.6,_indw.traininterest.6,_indw.train.clientacq.6,_indw.train.clientmgmt.6,_indw.train.custservice.6,_indw.train.compskill.6,_indw.train.brand.6,_indw.train.timemgmt.6,_indw.train.financiallit.6,_indw.train.taxlegal.6,_indw.train.benioption.6,_indw.train.busowner.6,_indw.train.techskill.6,_indw.train.other.6,_indw.incdescribe.6,_satisfaction.indw.6,_indw.howlong.6,_bus.hours.6,_bus.inc.beforetax.6,_bus.busexpense.6,_bus.inc.aftertax.6,_bus.earnings.6,_satisfaction.bus.6,_rent.service.house.6,_rent.service.car.6,_rent.service.other.6,_rent.source.online.6,_rent.source.social.6,_rent.source.classified.6,_rent.source.personal.6,_rent.source.other.6,_rent.connect.online.6,_rent.connect.social.6,_rent.connect.classified.6,_rent.connect.personal.6,_rent.connect.other.6,_rent.inc.beforetax.6,_rent.busexpense.6,_rent.inc.aftertax.6,_rent.earnings.6,_sell.good.resale.6,_sell.good.handicraft.6,_sell.good.used.6,_sell.good.other.6,_sell.connect.ecomm.6,_sell.connect.social.6,_sell.connect.classified.6,_sell.connect.personal.6,_sell.connect.other.6,_sell.inc.total.6,_sell.busexpense.6,_sell.inc.aftertax.6,_sell.earnings.6,_unempearner.6,_unempearner.month.6,_unempearner.reason.6,_unempearner.reason.other.6,_harass.6,_harass.type.sexual.6,_harass.type.racial.6,_harass.type.undisclose.6,_harass.type.other.6,_emplpreference.6,_emplpreference.other.6,_opinionofinc.6,_finwellbeing.1.expense.6,_finwellbeing.1.securing.6,_finwellbeing.1.notenough.6,_finwellbeing.1.moneymgmt.6,_finwellbeing.1.gettingby.6,_finwellbeing.1.wontlast.6,_finwellbeing.2.gift.6,_finwellbeing.2.leftover.6,_finwellbeing.2.behind.6,_finwellbeing.2.controlife.6,_demo.age.6,_demo.gender.6,_demo.highestedu.6,_demo.hisplatinspanish.6,_demo.race.americanindian.6,_demo.race.asian.6,,_demo.race.nativehawaiian.6,_demo.race.white.6,_demo.race.other.6,_demo.race.undisclose.6,_geo.6,_geo.other.6
100233,2019-02-04 15:33:43,2019-02-04 16:08:47,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,Through a staffing or temporary placement (temp) agency,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,4 months,More than four times a month,30,15-34 hours per week,Yes,Other (please specify),He's trying to see if he can make it work financially to just work part time,22,No,4000,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,,,I wanted more flexibility in my schedule,I wanted to choose my own projects,,,,,One-off projects with various clients,I don’t know,3rd Concern,,1st Concern,,,,,,,,,,2nd Concern,,,,,,,2,,1,Yes,Client Acquisition,,,,,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,6,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I was looking for paid work but couldn’t find any,,Yes,,,,"He was discriminated against by a supervisor, but with no clear reason-- and there was no accountability as a gig worker, so he ended up being banned from working with a company long-term",A small business owner selling products,,I am finding it very difficult to live on my current income,Not at all,Not at all,Completely,Completely,Not at all,Completely,Always,Never,Often,Rarely,26,Male,High School,Yes,,,,,,Other,,New York City,
100789,2019-03-30 9:34:13,2019-03-30 9:59:02,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,20,Based on calculations and records,9,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.","Driving Services - Uber, Lyft, etc.",,,,6 months,More than four times a month,1000,15-34 hours per week,No,,,18.5,Yes,6000,Best guess,,I wanted to earn extra money,,,,I wanted to use this experience to get work as an employee,,,,,,,,One-off projects with various clients,More than a month,2nd Concern,,,,,3rd Concern,1st Concern,,,,,,,,,,,2,,,,1,Yes,,,,Computer / Internet Skills,,,Financial Literacy / Management / Planning,,Understanding and Researching Benefits Options,,Technical Skills,,It is essential for meeting my basic needs,7,Less than 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Somewhat,Somewhat,Very little,Somewhat,Very little,Rarely,Always,Always,Often,37,Male,Bachelor’s Degree (4-year degree),No,,,,,White,,,Other (please specify),New Jersey
100744,2019-02-06 18:21:37,2019-02-06 19:12:30,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through a staffing or temporary placement (temp) agency,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,6 months,More than four times a month,1,15-34 hours per week,No,,,20,Yes,1000,Best guess,,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,,,,,I wanted to choose where I worked,,,,Ongoing or repeat work with a consistent set of clients,I don’t know,,,2nd Concern,,,3rd Concern,,1st Concern,,,,,,,,3,,4,2,,,1,No,,,,,,,,,,,,,"It is nice to have, but I could live comfortably without it",4,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I had health or medical limitations,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Completely,Very well,Very well,Completely,Very well,Not at all,Rarely,Always,Never,Sometimes,53,Male,Master’s Degree,No,,,,,White,,,San Francisco Bay Area,
100751,2019-05-05 12:12:49,2019-05-05 12:27:32,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15,Based on calculations and records,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,I was looking for paid work but couldn’t find any,,No,,,,,Other (please specify),"Not sure, still exploring",I am getting by on my current income,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Very little,Never,Always,Never,Rarely,27,Male,Associate Degree (2-year degree),Yes,,,,,,Other,,New York City,
100815,2019-03-19 15:48:16,2019-03-19 16:01:14,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,23.3,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am getting by on my current income,Somewhat,Completely,Somewhat,Somewhat,Completely,Not at all,Sometimes,Always,Rarely,Sometimes,35,Female,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,New York City,
101197,2018-11-28 14:17:19,2018-11-28 14:52:48,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Salary,40000,,Based on calculations and records,7,,,,Through a staffing or temporary placement (temp) agency,,,,,,,,,,,,School admissions,1 month,More than four times a month,1,1-14 hours per week,Yes,I could only find part-time work,,16,Yes,1000,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,,,,,,He wants to work in a school setting eventually,One-off projects with various clients,I don’t know,,3rd Concern,2nd Concern,,,,,1st Concern,,,,,,,,2,,,,,,1,Yes,Client Acquisition,,,,,,,,,,Technical Skills,,"It is nice to have, but I could live comfortably without it",8,Less than 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Never,Rarely,Never,Never,25,Male,Some college but no degree,No,,,,,,Other,,New York City,
100644,2019-02-21 12:17:13,2019-02-21 12:32:47,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,,,Documentation/internship,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,15,Based on calculations and records,9,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,Delivery Services - delivery of goods via platforms like Postmates and DoorDash,,,,,,,,1 month,More than four times a month,1,1-14 hours per week,No,,,22,No,500,Best guess,,I wanted to earn extra money,,,,,,,,,,,,Ongoing or repeat work with a consistent set of clients,4-6 days,,,1st Concern,,,,,2nd Concern,,,3rd Concern,,,,,,,2,,,,1,Yes,,,,,,,,,,,Technical Skills,,It is essential for meeting my basic needs,7,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am living comfortably on my current income,Very little,Very little,Somewhat,Very little,Somewhat,Completely,Sometimes,Always,Sometimes,Sometimes,34,Male,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,San Francisco Bay Area,
100373,2019-05-07 14:09:47,2019-05-07 14:54:04,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,17,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Other (please specify),unspecified family matter,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very little,Very little,Very little,Somewhat,Very little,Somewhat,Sometimes,Rarely,Rarely,Rarely,43,Female,High School,No,,Asian,,,,,,San Francisco Bay Area,
100896,2018-11-16 15:06:06,2018-11-16 15:38:05,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,Varied a lot by week,,,,Hourly Basis,,12.5,Based on calculations and records,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Other (please specify),It was seasonal work,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very little,Somewhat,Very little,Completely,Somewhat,Very little,Never,Sometimes,Rarely,Rarely,69,Female,Bachelor’s Degree (4-year degree),No,,,,,White,,,New York City,
101457,2019-02-19 17:20:59,2019-02-19 17:48:40,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,25,Based on calculations and records,10,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,Delivery Services - delivery of goods via platforms like Postmates and DoorDash,,,,,,,,4 months,Three or four times a month,80,15-34 hours per week,No,,,6,Yes,800,Best guess,,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,One-off projects with various clients,3-4 weeks,,,,1st Concern,,,,2nd Concern,3rd Concern,,,,,,,2,,,,,,1,No,,,,,,,,,,,,,"It is nice to have, but I could live comfortably without it",1,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Not at all,Not at all,Not at all,Completely,Completely,Somewhat,Never,Never,Sometimes,Sometimes,25,Female,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,San Francisco Bay Area,
101332,2018-11-08 16:06:16,2018-11-08 17:09:41,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through a staffing or temporary placement (temp) agency,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,"Professional Services - consulting, advisory services, training, research, etc.",,,6 months,More than four times a month,3,More than 50 hours per week,,,,20,Yes,42000,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,,,I wanted to network / meet people,,,,,,,Ongoing or repeat work with a consistent set of clients,Less than 24 hours,,3rd Concern,,,,,,1st Concern,,,,2nd Concern,,,8,3,2,4,7,5,1,6,Yes,,,,,,,,,,,,Project management and network engineering,"It is an important component of my budget, but not essential",7,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Yes,,,,Someone made a comment about my head-wrap/bandana,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Very well,Completely,Very little,Very well,Very little,Not at all,Never,Often,Never,Rarely,22,Male,High School,Yes,,,,,,Other,,New York City,
100434,2019-04-12 12:40:11,2019-04-12 13:02:38,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,"Professional Services - consulting, advisory services, training, research, etc.","Creative Work - writing, editing, music composition, voice-overs, design, performance, etc.",,3 months,Less than once a month,3,1-14 hours per week,Yes,I needed time to attend school,,40,No,1300,Best guess,,I wanted to earn extra money,I wanted to maintain my existing job skills,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,I wanted to network / meet people,,,,,,,One-off projects with various clients,I don’t know,,3rd Concern,2nd Concern,,1st Concern,,,,,,,,,Predict how much time I will need to complete a project,,,,2,,,,1,Yes,,,Customer Service,,,Time Management,,Taxes and Other Legal Obligations,Understanding and Researching Benefits Options,,,,"It is nice to have, but I could live comfortably without it",7,6 months to 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Very well,Somewhat,Very little,Somewhat,Somewhat,Very little,Rarely,Often,Never,Rarely,30,Female,Master’s Degree,No,,,,,White,,,San Francisco Bay Area,
101193,2018-11-29 17:00:03,2018-11-29 17:28:43,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,19,Based on calculations and records,9,,,,Through a staffing or temporary placement (temp) agency,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,4 months,Once or twice a month,10,Varied a lot by week,,,,17.5,No,3750,Best guess,,I wanted to earn extra money,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,,,,,,Used contract work to transition into the tech industry,Ongoing or repeat work with a consistent set of clients,1-3 days,,2nd Concern,1st Concern,3rd Concern,,,,,,,,,,,4,2,3,5,7,6,8,1,Yes,Client Acquisition,Client Management,,,,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,7,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Completely,Not at all,Completely,Not at all,Somewhat,Never,Always,Never,Never,32,Female,High School,No,,,,,,Other,,New York City,
100671,2019-03-19 17:39:46,2019-03-19 18:05:52,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,,,customer service,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,13,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am getting by on my current income,Very little,Somewhat,Completely,Somewhat,Completely,Not at all,Often,Often,Never,Never,21,Female,High School,No,,,,,,Other,,New York City,
100428,2019-04-12 13:02:38,2019-04-12 13:14:38,Yes,No,,,,,,,Other (please specify),Work authorization,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Open to either employee and gig worker,I am finding it difficult to live on my current income,Somewhat,Completely,Not at all,Very well,Very well,Very little,Never,Rarely,Sometimes,Rarely,32,Female,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,San Francisco Bay Area,
100875,2019-03-30 9:59:02,2019-03-30 10:25:18,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,,,Administrator's Assistance but through a temp agency,35-50 hours per week,,,,Hourly Basis,,17.85,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am getting by on my current income,Somewhat,Very little,Very little,Somewhat,Somewhat,Somewhat,Sometimes,Always,Rarely,Rarely,27,Male,Associate Degree (2-year degree),No,,,,,White,,,New York City,
101369,2018-11-14 14:24:55,2018-11-14 14:36:13,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,60000,,Based on calculations and records,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very little,Somewhat,Very well,Completely,Completely,Completely,Rarely,Never,Never,Often,25,Male,Bachelor’s Degree (4-year degree),No,,,,,,Other,,New York City,
100959,2019-02-15 11:14:50,2019-02-15 11:25:50,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,35-50 hours per week,,,,Hourly Basis,,20,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am getting by on my current income,Very well,Very well,Not at all,Very well,Very well,Very well,Often,Never,Never,Always,37,Male,Associate Degree (2-year degree),I prefer not to disclose,,,,,,,I prefer not to disclose,New York City,
100433,2019-04-09 8:34:55,2019-04-09 8:59:20,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,,,catering,2 months,Once or twice a month,2,1-14 hours per week,Yes,Other (please specify),School and part time job but interested in more gig work,25,No,300,Best guess,I wanted gig work to be my main source of income,I wanted to earn extra money,I wanted to maintain my existing job skills,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,I wanted to network / meet people,I wanted more flexibility in my schedule,I wanted to choose my own projects,I wanted to choose where I worked,I wanted to be my own boss,Just for fun as a hobby or to make good use of extra time,,One-off projects with various clients,1-2 weeks,1st Concern,2nd Concern,,,,,,3rd Concern,,,,,,,8,1,,,,,,2,Yes,Client Acquisition,,,Computer / Internet Skills,Personal Branding,,,,,Becoming A Business Owner,Technical Skills,,"It is an important component of my budget, but not essential",3,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,I was looking for paid work but couldn’t find any,,No,,,,,Other (please specify),not sure,I am finding it very difficult to live on my current income,Somewhat,Very little,Very well,Very little,Very well,Completely,Sometimes,Rarely,Sometimes,Often,40,Female,High School,No,,Asian,,,White,,,San Francisco Bay Area,
100676,2019-02-13 15:57:49,2019-02-13 16:22:46,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Social media platforms - Facebook, LinkedIn, etc.","Online classifieds - Craigslist, Monster.com, etc.",,Through your personal networks / word-of-mouth referrals,,,,,,,,"Driving Services - Uber, Lyft, etc.",,,,6 months,More than four times a month,3,15-34 hours per week,No,,,20,Yes,5000,Best guess,I wanted gig work to be my main source of income,,,,,,,,,,,,trying to find traditional employment,One-off projects with various clients,1-3 days,,,1st Concern,2nd Concern,,,,,,,,3rd Concern,,,,2,,3,,4,,1,No,,,,,,,,,,,,,It is essential for meeting my basic needs,5,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am finding it difficult to live on my current income,Somewhat,Somewhat,Completely,Not at all,Somewhat,Completely,Sometimes,Sometimes,Sometimes,Often,32,Male,Some college but no degree,No,,,,,,,I prefer not to disclose,San Francisco Bay Area,
100709,2019-02-19 18:35:31,2019-02-19 18:57:37,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,80000,,Based on calculations and records,9,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,"Professional Services - consulting, advisory services, training, research, etc.",,,6 months,More than four times a month,6,15-34 hours per week,No,,,0,No,0,Based on calculations and records,,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,I wanted more flexibility in my schedule,I wanted to choose my own projects,,,,I was transitioning in my career and it allowed me to gain experience,Ongoing or repeat work with a consistent set of clients,I don’t know,,,,,,2nd Concern,,1st Concern,,,,3rd Concern,,,3,4,1,7,8,5,6,2,No,,,,,,,,,,,,,"It is nice to have, but I could live comfortably without it",6,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Completely,Completely,Very well,Completely,Never,Often,Never,Never,52,Male,Master’s Degree,No,,,,,White,,,San Francisco Bay Area,
100560,2019-04-03 15:22:37,2019-04-03 15:33:02,Yes,No,,,,,,,I needed time to attend a training program,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Somewhat,Very little,Somewhat,Very little,Very little,Sometimes,Never,Never,Sometimes,21,Male,High School,No,,Asian,,,,,,New York City,
